incident_zip,total_complaints,AHV Inspection Unit,APPLIANCE,Abandoned Bike,Abandoned Vehicle,Air Quality,Animal Facility - No Permit,Animal in a Park,Animal-Abuse,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bench,Bike Rack,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Broken Parking Meter,Building Condition,Building Drinking Water Tank,Building/Use,Bus Stop Shelter Complaint,Bus Stop Shelter Placement,Commercial Disposal Complaint,Construction Lead Dust,Consumer Complaint,Cooling Tower,Cranes and Derricks,Curb Condition,DOOR/WINDOW,Damaged Tree,Day Care,Dead Animal,Dead/Dying Tree,Derelict Vehicles,Dirty Condition,Disorderly Youth,Drinking,Drinking Water,Drug Activity,Dumpster Complaint,E-Scooter,ELECTRIC,ELEVATOR,Electrical,Elevator,Emergency Response Team (ERT),Encampment,FLOORING/STAIRS,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Found Property,GENERAL,General Construction/Plumbing,Graffiti,Green Taxi Complaint,Green Taxi Report,HEAT/HOT WATER,Harboring Bees/Wasps,Hazardous Materials,Homeless Person Assistance,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Dumping,Illegal Fireworks,Illegal Parking,Illegal Posting,Illegal Tree Damage,Incorrect Data,Indoor Air Quality,Indoor Sewage,Industrial Waste,Institution Disposal Complaint,Investigations and Discipline (IAD),Lead,LinkNYC,Litter Basket Complaint,Litter Basket Request,Lost Property,Lot Condition,Maintenance or Facility,Missed Collection,Mobile Food Vendor,Mold,Mosquitoes,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OUTSIDE BUILDING,Obstruction,Outdoor Dining,Overgrown Tree/Branches,PAINT/PLASTER,PLUMBING,Panhandling,Pet Shop,Plant,Plumbing,Posting Advertisement,Public Toilet,Real Time Enforcement,Recycling Basket Complaint,Residential Disposal Complaint,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,Sanitation Worker or Vehicle Complaint,Scaffold Safety,School Maintenance,Sewer,Sidewalk Condition,Smoking or Vaping,Special Natural Area District (SNAD),Special Projects Inspection Team (SPIT),Standing Water,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Street Sweeping Complaint,Tattooing,Taxi Complaint,Taxi Compliment,Taxi Report,Tobacco or Non-Tobacco Sale,Traffic,Traffic Signal Condition,UNSANITARY CONDITION,Unleashed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Pigeon Condition,Unspecified,Uprooted Stump,Urinating in Public,Vendor Enforcement,Violation of Park Rules,WATER LEAK,Water Conservation,Water Quality,Water System,Wayfinding,Wood Pile Remaining,top_complaint,top_complaint_count,NAME,total_population,median_income,poverty_universe,below_poverty,white_alone,black_alone,hispanic,poverty_rate
10035,558,0,2,0,0,0,0,1,1,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,1,2,0,0,0,11,4,0,0,0,5,27,0,1,0,1,0,0,3,0,0,1,0,14,12,1,0,2,0,0,13,2,1,1,0,24,0,0,6,0,0,3,0,31,0,3,1,1,0,1,0,0,1,1,0,2,0,2,0,2,0,0,0,0,6,8,0,0,1,58,65,10,5,0,1,1,1,1,12,21,1,0,0,0,0,0,3,0,3,63,0,8,0,0,0,4,4,0,0,3,0,23,2,0,0,1,0,0,0,0,0,0,0,13,36,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,Noise - Street/Sidewalk,65,ZCTA5 10035,36999.0,28408.0,35795.0,12543.0,7743.0,14458.0,16800.0,0.3504120687246822
10036,706,0,1,0,1,61,0,0,2,1,0,0,0,0,1,7,1,4,0,0,1,0,0,0,1,9,0,0,0,3,1,0,0,0,1,8,0,1,0,2,0,0,1,0,0,4,0,171,1,1,5,5,0,0,2,1,1,0,0,12,0,0,65,0,0,5,0,41,0,3,0,3,0,1,0,0,1,0,0,1,9,0,3,1,4,0,0,0,13,10,1,0,0,20,36,16,20,0,0,3,0,0,3,6,4,0,0,0,0,0,0,0,3,4,0,1,0,0,0,4,2,1,0,2,0,13,8,3,0,0,0,0,14,0,0,0,2,8,3,0,0,1,0,0,0,0,55,1,1,0,0,1,0,0,Encampment,171,ZCTA5 10036,28231.0,97720.0,28163.0,3715.0,17606.0,1928.0,4991.0,0.1319106629265348
10037,436,0,5,0,0,0,0,1,1,0,0,0,0,0,3,5,1,1,0,0,0,0,0,1,0,1,0,0,0,22,0,0,0,0,1,19,0,1,0,0,0,0,6,0,0,2,1,1,14,0,0,0,0,0,22,1,0,0,0,46,0,0,0,0,0,7,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,0,40,25,4,0,0,0,0,0,0,61,39,4,0,0,0,0,0,1,0,3,2,0,16,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,PAINT/PLASTER,61,ZCTA5 10037,19177.0,50686.0,18918.0,4402.0,2339.0,12961.0,4428.0,0.23268844486732213
10038,234,0,0,0,0,1,0,1,2,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,7,0,0,0,2,0,0,0,0,0,2,0,4,2,0,1,2,0,0,5,3,5,0,0,2,0,0,12,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,14,6,1,0,0,13,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,3,0,0,0,1,3,4,0,0,0,0,0,0,0,33,0,2,0,0,1,0,0,Illegal Parking,51,ZCTA5 10038,24205.0,95640.0,23227.0,4715.0,12347.0,2516.0,2631.0,0.20299651267920954
10039,488,0,7,0,3,0,0,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,1,11,1,0,0,0,6,8,0,0,0,0,0,0,9,1,0,10,0,0,9,0,1,1,0,0,15,3,5,0,0,79,0,0,3,0,0,0,0,34,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,6,2,0,0,5,104,31,4,0,0,1,0,0,0,17,18,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,17,0,1,2,0,0,Noise - Residential,104,ZCTA5 10039,27090.0,41363.0,27055.0,8009.0,3954.0,16253.0,9061.0,0.29602661245610795
10040,629,0,6,0,0,1,0,2,1,0,0,0,0,0,2,5,0,1,0,0,4,0,1,0,0,0,0,0,1,12,0,0,0,0,6,3,0,0,0,1,0,0,5,0,0,2,0,3,7,1,0,0,0,0,5,3,0,0,0,60,0,0,4,0,0,0,0,70,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,5,37,1,0,16,126,103,20,8,0,0,2,1,0,20,16,0,0,0,1,0,0,1,0,4,2,0,1,0,0,0,2,1,0,0,1,0,3,4,0,0,0,0,1,0,0,0,0,2,3,22,0,0,1,0,0,0,0,1,0,11,1,0,0,0,0,Noise - Residential,126,ZCTA5 10040,45197.0,53199.0,43691.0,8884.0,14944.0,4055.0,31425.0,0.20333707170813212
10041,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abandoned Vehicle,1,,,,,,,,,
10044,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noise,8,ZCTA5 10044,12770.0,112658.0,11358.0,908.0,5949.0,1582.0,1197.0,0.0799436520514175
10045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noise - Commercial,1,,,,,,,,,
10065,287,0,4,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4,0,0,2,2,2,0,0,3,0,5,0,0,0,1,0,0,0,0,0,3,0,2,1,3,0,6,0,0,1,3,0,0,0,4,0,0,4,0,0,1,0,61,0,0,0,5,0,0,0,0,3,0,0,1,8,1,0,6,1,0,0,0,19,7,1,0,0,7,6,6,2,0,0,2,1,0,1,3,0,0,0,0,0,0,2,0,7,1,0,0,1,1,0,0,7,2,0,2,0,16,1,0,0,0,1,0,1,0,1,0,1,6,12,0,0,0,0,0,0,0,16,0,3,1,0,6,0,0,Illegal Parking,61,ZCTA5 10065,30339.0,153002.0,30184.0,1811.0,24572.0,636.0,2385.0,0.059998674794593164
10069,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illegal Parking,5,ZCTA5 10069,6504.0,130556.0,6504.0,1330.0,3111.0,315.0,1095.0,0.20448954489544896
10075,133,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,7,0,0,2,0,0,0,0,18,0,0,0,1,0,0,0,0,4,0,0,2,1,0,0,2,0,0,0,0,15,0,0,0,0,5,2,2,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,3,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,0,18,0,0,Illegal Parking,18,ZCTA5 10075,22591.0,123854.0,22107.0,1568.0,18775.0,457.0,3710.0,0.07092776043787036
10103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LinkNYC,1,ZCTA5 10103,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illegal Parking,1,,,,,,,,,
10110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Noise - Vehicle,1,ZCTA5 10110,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Street Condition,1,ZCTA5 10111,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Street Condition,1,ZCTA5 10112,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10118,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Noise - Commercial,3,,,,,,,,,
10119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illegal Parking,3,ZCTA5 10119,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noise - Street/Sidewalk,1,,,,,,,,,
10121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taxi Complaint,5,,,,,,,,,
10128,313,0,1,0,3,2,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,1,2,0,1,0,0,0,0,0,1,0,1,1,4,1,5,1,2,0,0,1,2,1,0,0,25,0,0,2,0,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,14,0,0,1,0,12,0,1,0,0,43,21,7,0,0,0,1,3,0,1,4,5,0,0,0,0,0,1,0,12,12,0,0,0,1,0,1,4,0,0,1,0,20,5,0,1,2,0,0,3,0,1,0,0,4,10,1,0,0,0,0,0,0,1,1,2,1,1,5,0,0,Noise - Residential,43,ZCTA5 10128,57993.0,117926.0,57746.0,4111.0,44069.0,2644.0,8538.0,0.07119107816991653
10151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illegal Parking,1,,,,,,,,,
10153,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Mobile Food Vendor,6,ZCTA5 10153,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lost Property,1,,,,,,,,,
10162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Residential Disposal Complaint,1,ZCTA5 10162,1240.0,96555.0,1240.0,0.0,1162.0,0.0,295.0,0.0
10165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,For Hire Vehicle Complaint,1,ZCTA5 10165,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Vendor Enforcement,1,,,,,,,,,
10168,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homeless Person Assistance,6,ZCTA5 10168,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10169,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Encampment,10,ZCTA5 10169,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illegal Parking,1,ZCTA5 10170,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taxi Complaint,1,,,,,,,,,
10177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Vendor Enforcement,1,ZCTA5 10177,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sidewalk Condition,1,ZCTA5 10271,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
